zts1e	Nuevo Ítem
zts18525e	Baúl de la medalla de plata de la arena[n]Recibes uno de los siguientes objetos:[n][Objetos disponibles][n]1 Medalla de honor legendaria[n]1 Medalla de honor misteriosa[n]1 Medalla de honor antigua[n]1 Medalla de honor excelente[n]1 Medalla de honor útil[n]1 Medalla de honor[n]
zts18532e	Tarjeta del especialista para compañero de Fiona
zts18533e	Tarjeta del especialista para compañero de Fiona, la raposa de nueve colas.[n]La pueden llevar Tom y Kliff.[n]El zorro que quería ser humano...[n]
zts18534e	Alas doradas
zts18535e	Transforma las alas de tu especialista en unas Alas doradas.[n]Instrucciones:[n]1) Conviértete en un especialista.[n]2) Utiliza este objeto para transformar tus alas.[n][Efecto especial][n]Velocidad de movimiento +1[n]Resiste el movimiento forzado con una probabilidad del 25%.[n]Atención:[n]1) Solo puedes transformar tus alas en unas Alas doradas con una Tarjeta de especialista optimizada +1 o superior.[n]2) El efecto desaparecerá si colocas la tarjeta de especialista en un Portador de tarjetas.[n]
zts18537e	Transforma las alas de tu especialista en unas Alas doradas.[n]Instrucciones:[n]1) Conviértete en un especialista.[n]2) Utiliza este objeto para transformar tus alas.[n][Efecto especial][n]Velocidad de movimiento +1[n]Resiste el movimiento forzado con una probabilidad del 25%.[n]Atención:[n]1) Solo puedes transformar tus alas en unas Alas doradas con una Tarjeta de especialista optimizada +1 o superior.[n]2) El efecto desaparecerá si colocas la tarjeta de especialista en un Portador de tarjetas.[n]
zts18554e	Tarjeta del especialista para compañero del Genio
zts18555e	Tarjeta del especialista para compañero del elemento agua.[n]Puede llevarla la Princesa Sakura.[n]"No es deseable desear más deseos".[n]
zts18556e	Alas de ónice
zts18557e	Transforma las alas de tu especialista en unas Alas de ónice.[n]Instrucciones:[n]1) Conviértete en un especialista.[n]2) Utiliza este objeto para transformar tus alas.[n][Efecto especial][n]Invoca la Sombra del dragón de ónice para que, con cierta probabilidad, ataque al enemigo.[n]Velocidad de movimiento +1[n]Atención:[n]1) Solo puedes transformar tus alas con una Tarjeta de especialista optimizada +1 o superior.[n]2) El efecto desaparecerá si colocas la tarjeta de especialista en un Portador de tarjetas.[n]
zts18573e	Eliza, princesa del hielo
zts18574e	Tarjeta del Especialista para compañero del elemento del agua.[n]Puede llevarla la Princesa Sakura.[n]¡Hazme un muñeco de nieve![n]
zts18575e	Daniel Ducado
zts18576e	Tarjeta del Especialista para compañero del elemento del fueg.[n]Bob y Leona pueden llevarla.[n]¡Dale a la princesa pirata tesoros y oro si quieres mantener la vida![n]
zts18589e	Elemento del equilibrio
zts18590e	Elemento imbuido de Energía del equilibrio.[n]5 Elementos del equilibrio se pueden convertir en Esencia del equilibrio.[n]
zts18591e	Esencia del equilibrio
zts18592e	Esencia imbuida de Energía del equilibrio.[n]5 Esencias del equilibrio se pueden convertir en Cristal del equilibrio.[n]
zts18593e	Cristal del equilibrio
zts18594e	Cristal imbuido de Energía del equilibrio.[n]Es necesario para la producción.[n]
zts18595e	Reliquia de las primeras tribus
zts18596e	Se puede vender en la tienda.[n]Tras la caída de la antigua civilización, la reliquia estuvo perdida en un lugar salvaje.[n]Aunque no está en muy buen estado de conservación, posee un gran valor arqueológico.[n]
zts18597e	Reliquia intacta de las primeras tribus
zts18598e	Se puede vender en la tienda.[n]La reliquia se encuentra en un muy buen estado de conservación y posee un gran valor arqueológico.[n]Es posible que el vendedor de antigüedades te dé una buena recompensa por ella.[n]
zts18599e	Marca del zelote
zts18600e	La marca que portan todos los zelotes.[n]Se desconoce el propósito de la marca, pero incluye una joya en el centro.
zts18601e	Cuerno de Bacoom
zts18602e	El cuerno de Bacoom.[n]Es duro como el acero.[n]
zts18603e	Cola de Bacoom
zts18604e	Tiene un sabor delicioso cuando se prepara de la forma adecuada.[n]Seguro que a los sibaritas les encanta.[n]
zts18605e	Oricalco dañado
zts18606e	El oricalco es un metal muy especial que ya se utilizaba en la antigüedad.[n]Lamentablemente, dado su estado de deterioro, ya no vale mucho.[n]
zts18607e	Oricalco intacto
zts18608e	El oricalco es un metal muy especial que ya se utilizaba en la antigüedad.[n]Su precio depende del vendedor.[n]
zts18609e	Piedra flotante
zts18610e	Parece una piedra normal, pero flota cuando se surte de maná.[n]
zts18611e	Seda
zts18612e	Un material muy suave y delicado.[n]
zts18613e	Alma de la inocencia
zts18614e	El núcleo está formado por la energía de almas inocentes.[n]
zts18615e	Trozo de metal desconocido
zts18616e	Un trozo de metal de origen desconocido.[n]
zts18617e	Reliquia desconocida
zts18618e	Se utiliza en la ceremonia de los zelotes.[n]
zts18619e	Collar de plata
zts18620e	Un collar de plata que posee un brillo único.[n]
zts18621e	Collar de oro
zts18622e	Un collar de oro que tiene pinta de ser muy valioso.[n]
zts18623e	[Principiante] Aumento de daño en modo PvP
zts18624e	Al usar esto puedes conseguir el siguiente efecto.[n][Efecto][n]Aumenta el daño en modo PvP un 1 %.[n]
zts18625e	[Medio] Aumento de daño en modo PvP
zts18626e	Al usar esto puedes conseguir el siguiente efecto.[n][Efecto][n]Aumenta el daño en modo PvP un 2 %.[n]
zts18627e	[Avanzado] Aumento de daño en modo PvP
zts18628e	Al usar esto puedes conseguir el siguiente efecto.[n][Efecto][n]Aumenta el daño en modo PvP un 3 %.[n]
zts18629e	[Maestro] Aumento de daño en modo PvP
zts18630e	Al usar esto puedes conseguir el siguiente efecto.[n][Efecto][n]Aumenta el daño en modo PvP un 5 %.[n]
zts18631e	[Principiante] Aumento de defensa en modo PvP
zts18632e	Al usar esto puedes conseguir el siguiente efecto.[n][Efecto][n]Aumenta la defensa en modo PvP un 1 %.[n]
zts18633e	[Medio] Aumento de defensa en modo PvP
zts18634e	Al usar esto puedes conseguir el siguiente efecto.[n][Efecto][n]Aumenta la defensa en modo PvP un 2 %.[n]
zts18635e	[Avanzado] Aumento de defensa en modo PvP
zts18636e	Al usar esto puedes conseguir el siguiente efecto.[n][Efecto][n]Aumenta la defensa en modo PvP un 3 %.[n]
zts18637e	[Maestro] Aumento de defensa en modo PvP
zts18638e	Al usar esto puedes conseguir el siguiente efecto.[n][Efecto][n]Aumenta la defensa en modo PvP un 5 %.[n]
zts18639e	Monumento al héroe olvidado D (1)
zts18640e	Al usar esto puedes conseguir el siguiente efecto.[n][Efecto][n]Aumenta la fuerza corporal en 80.[n]
zts18641e	Monumento al héroe olvidado S (1)
zts18642e	Al usar esto puedes conseguir el siguiente efecto.[n][Efecto][n]Aumenta la destreza en 80.[n]
zts18643e	Monumento al héroe olvidado J (1)
zts18644e	Al usar esto puedes conseguir el siguiente efecto.[n][Efecto][n]Aumenta la defensa mágica en 80.[n]
zts18645e	Monumento al héroe olvidado M (1)
zts18646e	Al usar esto puedes conseguir el siguiente efecto.[n][Efecto][n]Aumenta el nivel máximo de HP en 4000.[n]
zts18647e	Monumento al héroe desconocido (1)
zts18648e	Al usar esto puedes conseguir el siguiente efecto.[n][Efecto][n]Aumenta el nivel máximo de MP en 4000.[n]
zts18649e	Estrategia de defensa de los caballeros de Lord Cuarry (1)
zts18650e	Al usar esto puedes conseguir el siguiente efecto.[n][Efecto][n]Aumenta el poder de defensa total en 30.[n]
zts18651e	Estrategia de ataque de los caballeros de Lord Cuarry (1)
zts18652e	Al usar esto puedes conseguir el siguiente efecto.[n][Efecto][n]Aumenta el poder de ataque total en 30.[n]
zts18653e	Amistad de hada (1)
zts18654e	Al usar esto puedes conseguir el siguiente efecto.[n][Efecto][n]Aumenta todas las resistencias elementales en 10.[n]
zts18655e	Historia primigenia de Aurelius Roshu (1)
zts18656e	Al usarla puedes conseguir el siguiente efecto.[n][Efecto][n]Aumenta los puntos de experiencia obtenidos un 3 %.[n]
zts18657e	Monumento a los comerciantes Akamur (1)
zts18658e	Al usar esto puedes conseguir el siguiente efecto.[n][Efecto][n]Aumenta la ganancia de oro un 3 %.[n]
zts18659e	Casco celestial sellado
zts18660e	El casco proporcionado al ejército de Mystic Heaven.[n]
zts18661e	Collar de Erenia
zts18662e	Un collar imbuido de la energía de Erenia.[n]Protege a la persona que lo porta.[n]
zts18663e	Anillo de Erenia
zts18664e	Un anillo con forma de alas de demonio.[n]Aumenta el elemento de las tinieblas y fortalece el cuerpo.[n]
zts18665e	Brazalete de Erenia
zts18666e	Un brazalete imbuido de la energía del dios de la luna.[n]A Erenia le encantan las joyas.[n]
zts18667e	Casco infernal sellado
zts18668e	El casco proporcionado al ejército de Hellord.[n]
zts18669e	Collar de Zenas
zts18670e	Un collar imbuido de la energía de Zenas.[n]Protege a la persona que lo porta.[n]
zts18671e	Anillo de Zenas
zts18672e	Un anillo con forma de alas de ángel.[n]Aumenta el elemento de la luz y relaja el cuerpo.[n]
zts18673e	Brazalete de Zenas
zts18674e	Un brazalete imbuido de la energía del dios del sol.[n]A Zena le encanta.[n]
zts18675e	Armadura celestial pesada sellada
zts18676e	Una armadura forjada a partir de poderes sagrados.[n]
zts18677e	Ropaje celestial sellado
zts18678e	Un ropaje cosido con hilo bendito.[n]
zts18679e	Armadura de cuero celestial sellada
zts18680e	Una armadura de cuero creada a partir de energía sagrada.[n]
zts18681e	Armadura infernal pesada sellada
zts18682e	Una armadura forjada a partir de energía oscura.[n]
zts18683e	Ropaje infernal sellado
zts18684e	Un ropaje cosido con hilo maldito.[n]
zts18685e	Armadura de cuero infernal sellada
zts18686e	Una armadura de cuero creada a partir de energía oscura.[n]
zts18687e	Ballesta celestial sellada
zts18688e	Una ballesta que alberga la fuerza de Mystic Heaven.[n]
zts18689e	Arma mágica celestial sellada
zts18690e	Esta arma mágica utiliza energía sagrada como munición.[n]
zts18691e	Daga celestial sellada
zts18692e	Esta daga procede de la armería de Mystic Heaven.[n]
zts18693e	Espada celestial sellada
zts18694e	Esta espada se consagró en Mystic Heaven.[n]
zts18695e	Cayado celestial sellado
zts18696e	Este cayado alberga el poder del dios del sol.[n]
zts18697e	Arco celestial sellado
zts18698e	Este arco manifiesta la heterodoxia de Mystic Heaven.[n]
zts18699e	Ballesta infernal sellada
zts18700e	Una ballesta que alberga la fuerza de Hellord.[n]
zts18701e	Arma mágica infernal sellada
zts18702e	Esta arma mágica utiliza energía oscura como munición.[n]
zts18703e	Daga infernal sellada
zts18704e	Esta daga procede de la armería de Hellord.[n]
zts18705e	Espada infernal sellada
zts18706e	Esta espada fue maldecida en Hellord.[n]
zts18707e	Cayado infernal sellado
zts18708e	Este cayado alberga el poder del dios de la luna.[n]
zts18709e	Arco infernal sellado
zts18710e	Este arco manifiesta la heterodoxia de Hellord.[n]
zts18711e	Guantes celestiales sellados
zts18712e	Estos guantes ayudan a controlar la energía sagrada con más facilidad.[n]
zts18713e	Zapatos celestiales sellados
zts18714e	Estos zapatos ayudan a controlar la energía sagrada con más facilidad.[n]
zts18715e	Guantes infernales sellados
zts18716e	Estos guantes ayudan a controlar la energía oscura con más facilidad.[n]
zts18717e	Zapatos infernales sellados
zts18718e	Estos zapatos ayudan a controlar la energía oscura con más facilidad.[n]
zts18719e	Sombrero de cuero celestial sellado
zts18720e	Sombrero de cuero infernal sellado
zts18721e	Diadema celestial sellada
zts18722e	Diadema infernal sellada
zts18723e	Cuerno hecho a mano de Erenia
zts18724e	El maestro artesano del Archipiélago Olvidado[n]le dio las puntadas con sus propias manos.[n]En la superficie del cuerno se aprecia la firma "Cuerno de Fernon".[n]
zts18725e	Tacones lujosos de Zenas
zts18726e	Estos tacones son una edición limitada de la marca de calidad superior del Archipiélago Olvidado.[n]En la parte inferior de esta idealidad de zapatos se aprecia la fima "Tacones de Fernon".[n]
zts18727e	Energía inestable
zts18728e	Objeto de misión[n]La energía inestable puede reaccionar de forma inesperada... El propio nombre lo indica.[n]
zts18729e	Sangre sagrada
zts18730e	La sangre de los ángeles de Mystic Heaven. En ella se ocultan los poderes sagrados.[n]
zts18731e	Piedra de energía oscura
zts18732e	La piedra de los demonios de Hellord se alimenta de energía oscura.[n]
zts18733e	Sello de raid: Audiencia ante Erenia
zts18734e	Puedes acceder al raid a través de la Puerta del Infierno 4 junto a la estatua de Erenia[n]en cuanto la barra de la diosa esté llena.[n]Nivel recomendado: 90-99[n]Cantidad mínima de jugadores: 15[n][Uso][n]Con este sello te conviertes en líder del raid de un equipo.[n]Como líder del raid podrás invitar a otros jugadores[n]haciendo clic sobre ellos.[n]Ve con tu equipo a la entrada del raid y accede como líder.[n]Los demás jugadores se seguirán automáticamente.[n]
zts18735e	Sello de raid: Audiencia ante Zenas
zts18736e	Puedes acceder al raid a través de la Puerta del Cielo 4 junto a la estatua de Zenas[n]en cuanto la barra de la diosa esté llena.[n]Nivel recomendado: 90-99[n]Cantidad mínima de jugadores: 20[n][Uso][n]Con este sello te conviertes en líder del raid de un equipo.[n]Como líder del raid podrás invitar a otros jugadores[n]haciendo clic sobre ellos.[n]Ve con tu equipo a la entrada del raid y accede como líder.[n]Los demás jugadores se seguirán automáticamente.[n]
zts18737e	Pergamino de producción de accesorios de Ancelloan
zts18738e	Este documento describe cómo puedes producir accesorios con el poder de Ancelloan.[n]Muestra la fórmula para crear un nuevo accesorio.[n][Producción][n]1. Todos los materiales deben estar disponibles en el inventario.[n]2. Abre la ventana de producción haciendo doble clic sobre el pergamino.[n]3. Escoge el accesorio que quieras crear.[n]4. Pulsa la tecla de Producción para completar el proceso.[n]
zts18739e	Pergamino de producción de armas de Ancelloan
zts18740e	Este documento describe cómo puedes producir armas con el poder de Ancelloan.[n]Muestra la fórmula para crear una nueva arma.[n][Producción][n]1. Todos los materiales deben estar disponibles en el inventario.[n]2. Abre la ventana de producción haciendo doble clic sobre el pergamino.[n]3. Escoge el arma que quieras crear.[n]4. Pulsa la tecla de Producción para completar el proceso.[n]
zts18741e	Pergamino de producción de armas secundarias de Ancelloan
zts18742e	Este documento describe cómo puedes producir armas secundarias con el poder de Ancelloan.[n]Muestra la fórmula para crear una nueva arma secundaria.[n][Producción][n]1. Todos los materiales deben estar disponibles en el inventario.[n]2. Abre la ventana de producción haciendo doble clic sobre el pergamino.[n]3. Escoge el arma secundaria que quieras crear.[n]4. Pulsa la tecla de Producción para completar el proceso.[n]
zts18743e	Pergamino de producción de armaduras de Ancelloan
zts18744e	Este documento describe cómo puedes producir armaduras con el poder de Ancelloan.[n]Muestra la fórmula para crear una nueva armadura.[n][Producción][n]1. Todos los materiales deben estar disponibles en el inventario.[n]2. Abre la ventana de producción haciendo doble clic sobre el pergamino.[n]3. Escoge la armadura que quieras crear.[n]4. Pulsa la tecla de Producción para completar el proceso.[n]
zts18745e	Inusual
zts18746e	Desmonta objetos para conseguir materiales de forma aleatoria.[n]
zts18747e	Piedra sagrada de Graham
zts18748e	Con esta piedra sagrada puedes convertir a Graham en tu compañero.[n]
zts18749e	Al usar esto puedes conseguir el siguiente efecto.[n][Efecto][n]Aumenta el daño en modo PvP un 1 %.[n][Advertencia][n]Se puede usar a partir del nivel de héroe 10 o superior.[n]
zts18750e	Al usar esto puedes conseguir el siguiente efecto.[n][Efecto][n]Aumenta el daño en modo PvP un 2 %.[n][Advertencia][n]Se puede usar a partir del nivel de héroe 20 o superior.[n]Debes aprender la habilidad anterior.[n]
